,Step,rank0,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank6,rank9
572,572,201,23,201,23,201,25,201,31,201,28
573,573,201,21,201,19,201,22,201,201,201,28
574,574,201,20,201,19,201,26,201,201,201,25
575,575,201,20,201,25,201,32,201,37,201,22
576,576,201,22,201,19,201,28,201,27,201,26
577,577,201,21,201,22,201,30,201,26,201,26
578,578,201,25,201,23,201,33,201,26,201,27
579,579,201,23,201,20,201,22,201,25,201,23
580,580,201,22,201,20,201,29,201,25,201,27
581,581,201,201,201,21,201,29,201,29,201,26
582,582,201,24,201,18,201,23,201,27,201,24
583,583,201,19,201,23,201,29,201,27,201,25
584,584,201,19,201,20,201,23,201,27,201,26
585,585,201,23,201,19,201,29,201,28,201,30
586,586,201,20,201,28,201,26,201,201,201,31
587,587,201,23,201,20,201,26,201,24,201,28
588,588,201,27,201,24,201,34,201,201,201,36
589,589,201,22,201,22,201,25,201,22,201,22
590,590,201,22,201,19,201,32,201,28,201,201
591,591,201,20,201,21,201,31,201,21,201,201
592,592,201,19,201,21,201,23,201,29,201,22
593,593,201,22,201,21,201,24,201,26,201,23
594,594,201,19,201,19,201,23,201,25,201,24
595,595,201,19,201,21,201,27,201,25,201,26
596,596,201,19,201,24,201,201,201,31,201,23
597,597,201,22,201,22,201,26,201,201,201,27
598,598,201,19,201,24,201,22,201,29,201,24
599,599,201,36,201,21,201,20,201,201,201,23
600,600,201,22,201,21,201,201,201,201,201,23
601,601,201,20,201,20,201,24,201,33,201,27
602,602,201,24,201,20,201,22,201,34,201,27
603,603,201,21,201,23,201,27,201,201,201,26
604,604,201,20,201,22,201,24,201,23,201,25
605,605,201,24,201,21,201,23,201,23,201,23
606,606,201,20,201,21,201,201,201,24,201,201
607,607,201,18,201,23,201,27,201,31,201,28
608,608,201,18,201,23,201,27,201,26,201,22
609,609,201,24,201,23,201,201,201,29,201,27
610,610,201,22,201,23,201,23,201,27,201,27
611,611,201,20,201,22,201,26,201,25,201,28
612,612,201,20,201,21,201,28,201,35,201,33
613,613,201,21,201,26,201,26,201,25,201,22
614,614,201,25,201,19,201,25,201,24,201,24
615,615,201,21,201,25,201,24,201,28,201,25
616,616,201,21,201,19,201,24,201,25,201,42
617,617,201,19,201,201,201,27,201,28,201,25
618,618,201,20,201,19,201,25,201,201,201,22
619,619,201,18,201,21,201,201,201,25,201,31
620,620,201,19,201,23,201,26,201,25,201,28
621,621,201,21,201,20,201,201,201,33,201,24
622,622,201,70,201,23,201,31,201,24,201,26
623,623,201,25,201,25,201,25,201,27,201,30
624,624,201,19,201,20,201,31,201,27,201,28
625,625,201,17,201,24,201,27,201,20,201,23
626,626,201,20,201,20,201,29,201,27,201,18
627,627,201,19,201,19,201,201,201,32,201,26
628,628,201,24,201,19,201,31,201,25,201,24
629,629,201,21,201,23,201,23,201,24,201,26
630,630,201,22,201,19,201,27,201,201,201,23
631,631,201,18,201,23,201,24,201,25,201,29
632,632,201,20,201,22,201,29,201,21,201,24
633,633,201,22,201,201,201,29,201,26,201,26
634,634,201,17,201,25,201,29,201,26,201,29
635,635,201,18,201,21,201,29,201,201,201,21
636,636,201,22,201,23,201,23,201,27,201,22
637,637,201,22,201,22,201,31,201,201,201,26
638,638,201,20,201,20,201,201,201,201,201,25
639,639,201,21,201,20,201,24,201,201,201,26
640,640,201,22,201,20,201,23,201,23,201,25
641,641,201,22,201,21,201,28,201,28,201,25
642,642,201,20,201,22,201,24,201,26,201,33
643,643,201,19,201,22,201,30,201,25,201,27
644,644,201,20,201,25,201,201,201,201,201,26
645,645,201,19,201,23,201,26,201,201,201,28
646,646,201,19,201,26,201,23,201,201,201,201
647,647,201,26,201,24,201,25,201,29,201,23
648,648,201,20,201,24,201,24,201,201,201,25
649,649,201,21,201,19,201,201,201,201,201,26
650,650,201,18,201,201,201,29,201,26,201,24
651,651,201,16,201,22,201,25,201,201,201,23
652,652,201,21,201,19,201,30,201,32,201,31
653,653,201,19,201,201,201,201,201,201,201,24
654,654,201,16,201,18,201,26,201,29,201,21
655,655,201,21,201,20,201,201,201,201,201,30
656,656,201,20,201,201,201,28,201,26,201,22
657,657,201,19,201,19,201,25,201,31,201,27
658,658,201,19,201,20,201,25,201,27,201,22
659,659,201,19,201,23,201,25,201,24,201,24
660,660,201,19,201,19,201,23,201,26,201,26
661,661,201,20,201,18,201,29,201,26,201,25
662,662,201,20,201,20,201,25,201,23,201,201
663,663,201,18,201,23,201,26,201,201,201,21
664,664,201,21,201,22,201,28,201,23,201,24
665,665,201,21,201,20,201,23,201,201,201,25
666,666,201,19,201,22,201,22,201,35,201,27
667,667,201,28,201,17,201,31,201,201,201,32
668,668,201,19,201,201,201,26,201,23,201,21
669,669,201,18,201,23,201,26,201,201,201,25
670,670,201,22,201,20,201,24,201,27,201,201
671,671,201,20,201,22,201,24,201,25,201,24
672,672,201,201,201,21,201,28,201,201,201,31
673,673,201,19,201,20,201,27,201,23,201,21
674,674,201,201,201,19,201,25,201,22,201,23
675,675,201,23,201,18,201,26,201,28,201,22
676,676,201,51,201,25,201,24,201,201,201,27
677,677,201,21,201,24,201,201,201,33,201,25
678,678,201,24,201,21,201,30,201,24,201,201
679,679,201,19,201,21,201,27,201,30,201,24
680,680,201,18,201,201,201,30,201,27,201,55
681,681,201,22,201,21,201,25,201,23,201,24
682,682,201,20,201,21,201,23,201,29,201,25
683,683,201,20,201,21,201,26,201,25,201,23
684,684,201,20,201,201,201,23,201,22,201,27
685,685,201,17,201,21,201,27,201,22,201,24
686,686,201,20,201,23,201,27,201,22,201,201
687,687,201,20,201,22,201,201,201,28,201,26
688,688,201,19,201,20,201,21,201,25,201,30
689,689,201,20,201,20,201,201,201,201,201,26
690,690,201,21,201,21,201,25,201,201,201,29
691,691,201,18,201,17,201,23,201,29,201,22
692,692,201,20,201,20,201,23,201,21,201,22
693,693,201,20,201,22,201,25,201,21,201,25
694,694,201,21,201,17,201,26,201,201,201,24
695,695,201,18,201,17,201,201,201,27,201,26
696,696,201,27,201,20,201,24,201,201,201,21
697,697,201,19,201,18,201,34,201,29,201,27
698,698,201,17,201,20,201,27,201,21,201,24
699,699,201,19,201,17,201,28,201,20,201,29
700,700,201,19,201,21,201,201,201,24,201,201
701,701,201,19,201,201,201,21,201,201,201,26
702,702,201,18,201,20,201,23,201,25,201,24
703,703,201,20,201,18,201,27,201,23,201,201
704,704,201,21,201,24,201,23,201,24,201,21
705,705,201,20,201,15,201,27,201,28,201,20
706,706,201,19,201,21,201,21,201,24,201,23
707,707,201,19,201,24,201,29,201,201,201,24
708,708,201,18,201,20,201,36,201,26,201,24
709,709,201,19,201,21,201,29,201,201,201,28
710,710,201,19,201,18,201,25,201,26,201,20
711,711,201,19,201,20,201,20,201,29,201,23
712,712,201,19,201,20,201,27,201,28,201,25
713,713,201,43,201,201,201,25,201,201,201,25
714,714,201,21,201,201,201,22,201,26,201,25
715,715,201,16,201,21,201,21,201,201,201,24
716,716,201,21,201,19,201,24,201,30,201,24
717,717,201,21,201,22,201,22,201,29,201,26
718,718,201,20,201,201,201,21,201,201,201,22
719,719,201,19,201,22,201,22,201,23,201,26
720,720,201,20,201,201,201,30,201,201,201,26
721,721,201,18,201,23,201,22,201,21,201,22
722,722,201,19,201,18,201,22,201,201,201,25
723,723,201,19,201,201,201,24,201,27,201,19
724,724,201,19,201,19,201,31,201,20,201,21
725,725,201,201,201,24,201,23,201,20,201,26
726,726,201,18,201,22,201,201,201,201,201,24
727,727,201,19,201,20,201,201,201,21,201,26
728,728,201,21,201,201,201,25,201,21,201,26
729,729,201,19,201,19,201,201,201,201,201,25
730,730,201,19,201,21,201,21,201,30,201,28
731,731,201,21,201,22,201,22,201,25,201,22
732,732,201,20,201,21,201,201,201,21,201,22
733,733,201,21,201,20,201,32,201,24,201,21
734,734,201,40,201,20,201,23,201,27,201,201
735,735,201,50,201,21,201,26,201,201,201,27
736,736,201,20,201,20,201,31,201,23,201,22
737,737,201,22,201,18,201,24,201,24,201,28
738,738,201,24,201,201,201,26,201,22,201,22
739,739,201,24,201,22,201,26,201,25,201,22
740,740,201,21,201,22,201,201,201,22,201,24
741,741,201,16,201,21,201,19,201,201,201,21
742,742,201,19,201,20,201,28,201,24,201,201
743,743,201,18,201,18,201,34,201,26,201,22
744,744,201,20,201,23,201,27,201,22,201,24
745,745,201,201,201,23,201,23,201,201,201,24
746,746,201,40,201,21,201,29,201,27,201,21
747,747,201,20,201,201,201,25,201,201,201,21
748,748,201,18,201,20,201,22,201,201,201,23
749,749,201,201,201,22,201,24,201,22,201,23
750,750,201,17,201,19,201,21,201,26,201,201
751,751,201,22,201,201,201,24,201,25,201,24
752,752,201,21,201,23,201,23,201,27,201,22
753,753,201,20,201,21,201,26,201,27,201,25
754,754,201,19,201,21,201,21,201,201,201,201
755,755,201,21,201,25,201,21,201,201,201,25
756,756,201,18,201,19,201,28,201,20,201,26
757,757,201,19,201,19,201,27,201,27,201,25
758,758,201,22,201,18,201,29,201,21,201,23
759,759,201,18,201,19,201,25,201,201,201,28
760,760,201,21,201,22,201,27,201,201,201,23
761,761,201,23,201,19,201,23,201,31,201,26
762,762,201,20,201,201,201,23,201,22,201,18
763,763,201,21,201,201,201,20,201,30,201,21
764,764,201,19,201,201,201,20,201,201,201,25
765,765,201,20,201,201,201,22,201,201,201,23
766,766,201,20,201,23,201,24,201,26,201,24
767,767,201,21,201,25,201,201,201,21,201,21
768,768,201,201,201,22,201,26,201,23,201,26
769,769,201,20,201,19,201,23,201,29,201,21
770,770,201,19,201,16,201,23,201,22,201,24
771,771,201,21,201,19,201,28,201,201,201,23
772,772,201,19,201,20,201,201,201,201,201,17
773,773,201,18,201,17,201,23,201,201,201,22
774,774,201,19,201,201,201,21,201,26,201,24
775,775,201,17,201,21,201,27,201,33,201,29
776,776,201,23,201,18,201,25,201,26,201,21
777,777,201,18,201,20,201,24,201,22,201,26
778,778,201,18,201,21,201,26,201,25,201,21
779,779,201,21,201,20,201,27,201,201,201,27
780,780,201,20,201,23,201,22,201,22,201,23
781,781,201,19,201,22,201,24,201,27,201,30
782,782,201,17,201,22,201,25,201,201,201,24
783,783,201,17,201,28,201,23,201,25,201,27
784,784,201,21,201,201,201,23,201,22,201,20
785,785,201,21,201,21,201,26,201,201,201,23
786,786,201,23,201,18,201,29,201,22,201,22
787,787,201,19,201,21,201,25,201,23,201,201
788,788,201,23,201,26,201,25,201,22,201,24
789,789,201,18,201,201,201,25,201,22,201,22
790,790,201,19,201,18,201,22,201,20,201,22
791,791,201,20,201,17,201,24,201,201,201,20
792,792,201,46,201,24,201,24,201,28,201,26
793,793,201,21,201,201,201,23,201,23,201,25
794,794,201,22,201,20,201,21,201,26,201,23
795,795,201,18,201,18,201,30,201,26,201,22
796,796,201,18,201,18,201,25,201,26,201,22
797,797,201,19,201,19,201,25,201,24,201,22
798,798,201,18,201,23,201,28,201,26,201,23
799,799,201,19,201,20,201,25,201,24,201,22
800,800,201,23,201,21,201,24,201,22,201,26
801,801,201,19,201,22,201,24,201,23,201,24
802,802,201,18,201,21,201,22,201,21,201,23
803,803,201,19,201,23,201,22,201,22,201,21
804,804,201,17,201,16,201,25,201,27,201,28
805,805,201,22,201,201,201,28,201,23,201,19
806,806,201,16,201,21,201,24,201,21,201,21
807,807,201,18,201,19,201,28,201,23,201,23
808,808,201,18,201,20,201,25,201,20,201,23
809,809,201,21,201,201,201,24,201,24,201,23
810,810,201,18,201,20,201,27,201,21,201,28
811,811,201,21,201,201,201,25,201,24,201,22
812,812,201,17,201,21,201,20,201,27,201,25
813,813,201,27,201,20,201,21,201,22,201,26
814,814,201,19,201,201,201,22,201,30,201,29
815,815,201,17,201,17,201,21,201,23,201,24
816,816,201,22,201,20,201,23,201,23,201,22
817,817,201,20,201,19,201,21,201,22,201,23
818,818,201,18,201,201,201,22,201,201,201,22
819,819,201,21,201,19,201,25,201,24,201,25
820,820,201,20,201,18,201,26,201,25,201,18
821,821,201,19,201,22,201,25,201,27,201,20
822,822,201,19,201,22,201,26,201,201,201,30
823,823,201,34,201,40,201,25,201,27,201,22
824,824,201,19,201,201,201,25,201,22,201,201
825,825,201,201,201,201,201,25,201,26,201,22
826,826,201,20,201,21,201,23,201,25,201,23
827,827,201,22,201,17,201,22,201,20,201,21
828,828,201,18,201,19,201,20,201,26,201,201
829,829,201,201,201,21,201,27,201,30,201,20
830,830,201,21,201,17,201,21,201,22,201,22
831,831,201,20,201,22,201,22,201,22,201,24
832,832,201,16,201,18,201,24,201,26,201,22
833,833,201,17,201,20,201,23,201,29,201,21
834,834,201,18,201,19,201,31,201,28,201,23
835,835,201,18,201,19,201,20,201,201,201,24
836,836,201,18,201,19,201,201,201,26,201,22
837,837,201,19,201,21,201,28,201,30,201,201
838,838,201,24,201,19,201,24,201,201,201,26
839,839,201,20,201,19,201,25,201,201,201,22
840,840,201,16,201,201,201,27,201,23,201,19
841,841,201,17,201,201,201,22,201,25,201,21
842,842,201,18,201,18,201,28,201,23,201,24
843,843,201,20,201,20,201,25,201,201,201,22
844,844,201,19,201,201,201,20,201,25,201,25
845,845,201,17,201,21,201,22,201,18,201,30
846,846,201,24,201,19,201,27,201,27,201,22
847,847,201,18,201,22,201,23,201,22,201,24
848,848,201,21,201,201,201,23,201,19,201,27
849,849,201,18,201,21,201,27,201,23,201,19
850,850,201,22,201,20,201,21,201,201,201,21
851,851,201,17,201,20,201,23,201,25,201,201
852,852,201,18,201,201,201,23,201,21,201,22
853,853,201,21,201,24,201,21,201,20,201,21
854,854,201,17,201,17,201,21,201,201,201,201
855,855,201,18,201,20,201,21,201,25,201,22
856,856,201,19,201,21,201,26,201,25,201,25
857,857,201,18,201,20,201,20,201,23,201,22
858,858,201,20,201,22,201,201,201,23,201,20
859,859,201,18,201,22,201,24,201,25,201,22
860,860,201,22,201,20,201,23,201,201,201,23
861,861,201,21,201,19,201,19,201,21,201,21
862,862,201,18,201,23,201,24,201,21,201,20
863,863,201,17,201,21,201,18,201,22,201,20
864,864,201,20,201,201,201,201,201,25,201,28
865,865,201,22,201,19,201,22,201,24,201,28
866,866,201,23,201,21,201,23,201,201,201,20
867,867,201,19,201,18,201,26,201,24,201,25
868,868,201,19,201,201,201,23,201,21,201,25
869,869,201,201,201,18,201,201,201,27,201,22
870,870,201,19,201,18,201,24,201,21,201,23
871,871,201,17,201,17,201,27,201,20,201,26
872,872,201,15,201,20,201,20,201,201,201,22
873,873,201,19,201,18,201,19,201,21,201,22
874,874,201,21,201,17,201,24,201,25,201,20
875,875,201,23,201,21,201,27,201,25,201,24
876,876,201,22,201,18,201,25,201,21,201,22
877,877,201,19,201,22,201,22,201,23,201,19
878,878,201,19,201,18,201,201,201,22,201,26
879,879,201,20,201,20,201,201,201,201,201,24
880,880,201,19,201,21,201,201,201,23,201,21
881,881,201,18,201,21,201,25,201,23,201,24
882,882,201,17,201,22,201,22,201,22,201,20
883,883,201,17,201,23,201,21,201,22,201,21
884,884,201,18,201,18,201,31,201,25,201,18
885,885,201,21,201,18,201,24,201,23,201,24
886,886,201,21,201,21,201,24,201,23,201,21
887,887,201,21,201,19,201,24,201,24,201,23
888,888,201,18,201,19,201,22,201,201,201,23
889,889,201,19,201,24,201,22,201,201,201,23
890,890,201,19,201,18,201,43,201,201,201,23
891,891,201,18,201,23,201,19,201,201,201,21
892,892,201,17,201,20,201,22,201,24,201,24
893,893,201,201,201,201,201,22,201,201,201,23
894,894,201,18,201,20,201,20,201,21,201,20
895,895,201,22,201,20,201,32,201,24,201,23
896,896,201,18,201,21,201,24,201,22,201,19
897,897,201,20,201,19,201,26,201,21,201,21
898,898,201,18,201,23,201,28,201,22,201,21
899,899,201,17,201,18,201,20,201,25,201,18
900,900,201,17,201,17,201,19,201,20,201,22
901,901,201,21,201,20,201,25,201,20,201,20
902,902,201,15,201,21,201,26,201,201,201,24
903,903,201,18,201,22,201,19,201,18,201,24
904,904,201,20,201,24,201,27,201,20,201,18
905,905,201,22,201,18,201,20,201,19,201,21
906,906,201,201,201,18,201,26,201,20,201,201
907,907,201,17,201,20,201,20,201,201,201,20
908,908,201,17,201,21,201,20,201,201,201,22
909,909,201,16,201,201,201,21,201,21,201,24
910,910,201,18,201,22,201,25,201,21,201,20
911,911,201,22,201,18,201,26,201,24,201,24
912,912,201,18,201,20,201,23,201,19,201,21
913,913,201,18,201,201,201,25,201,23,201,22
914,914,201,19,201,17,201,22,201,28,201,25
915,915,201,16,201,18,201,20,201,24,201,27
916,916,201,201,201,17,201,20,201,26,201,201
917,917,201,19,201,19,201,19,201,201,201,22
918,918,201,201,201,18,201,25,201,24,201,22
919,919,201,21,201,19,201,25,201,20,201,27
920,920,201,201,201,201,201,26,201,19,201,18
921,921,201,19,201,16,201,22,201,22,201,22
922,922,201,17,201,21,201,20,201,201,201,21
923,923,201,16,201,20,201,20,201,22,201,24
924,924,201,20,201,201,201,20,201,25,201,23
925,925,201,201,201,201,201,201,201,20,201,24
926,926,201,20,201,18,201,20,201,20,201,19
927,927,201,19,201,20,201,26,201,201,201,24
928,928,201,17,201,20,201,19,201,19,201,21
929,929,201,16,201,19,201,20,201,22,201,25
930,930,201,18,201,18,201,22,201,23,201,25
931,931,201,21,201,20,201,23,201,23,201,22
932,932,201,17,201,17,201,21,201,23,201,27
933,933,201,19,201,18,201,21,201,26,201,20
934,934,201,21,201,21,201,23,201,201,201,25
935,935,201,19,201,21,201,24,201,21,201,25
936,936,201,18,201,17,201,26,201,201,201,20
937,937,201,34,201,18,201,21,201,19,201,201
938,938,201,21,201,24,201,20,201,23,201,25
939,939,201,18,201,17,201,25,201,201,201,201
940,940,201,18,201,21,201,25,201,18,201,19
941,941,201,18,201,22,201,19,201,24,201,20
942,942,201,20,201,20,201,21,201,21,201,21
943,943,201,17,201,20,201,20,201,22,201,21
944,944,201,53,201,25,201,201,201,25,201,21
945,945,201,19,201,17,201,20,201,201,201,23
946,946,201,17,201,19,201,22,201,21,201,24
947,947,201,23,201,20,201,21,201,201,201,22
948,948,201,16,201,19,201,201,201,201,201,23
949,949,201,19,201,19,201,21,201,20,201,20
950,950,201,18,201,19,201,23,201,20,201,25
951,951,201,22,201,201,201,23,201,21,201,19
952,952,201,17,201,21,201,22,201,22,201,23
953,953,201,201,201,20,201,24,201,21,201,24
954,954,201,20,201,18,201,201,201,20,201,22
955,955,201,19,201,19,201,22,201,21,201,22
956,956,201,16,201,17,201,21,201,201,201,20
957,957,201,17,201,22,201,21,201,21,201,23
958,958,201,16,201,18,201,22,201,17,201,24
959,959,201,16,201,19,201,23,201,201,201,201
960,960,201,18,201,21,201,23,201,22,201,21
961,961,201,21,201,18,201,23,201,201,201,24
962,962,201,16,201,19,201,19,201,201,201,22
963,963,201,21,201,22,201,20,201,24,201,20
964,964,201,18,201,19,201,16,201,201,201,21
965,965,201,17,201,23,201,19,201,20,201,24
966,966,201,14,201,18,201,23,201,22,201,24
967,967,201,19,201,19,201,21,201,19,201,18
968,968,201,18,201,19,201,24,201,19,201,201
969,969,201,20,201,20,201,21,201,21,201,24
970,970,201,21,201,201,201,25,201,24,201,20
971,971,201,19,201,18,201,25,201,22,201,20
972,972,201,18,201,20,201,20,201,21,201,21
973,973,201,17,201,201,201,24,201,23,201,22
974,974,201,20,201,21,201,201,201,201,201,201
975,975,201,21,201,201,201,21,201,19,201,201
976,976,201,16,201,201,201,24,201,23,201,22
977,977,201,21,201,19,201,21,201,27,201,201
978,978,201,20,201,19,201,24,201,20,201,20
979,979,201,17,201,20,201,21,201,21,201,27
980,980,201,20,201,21,201,20,201,201,201,25
981,981,201,20,201,19,201,23,201,22,201,23
982,982,201,21,201,18,201,18,201,201,201,20
983,983,201,18,201,21,201,22,201,22,201,22
984,984,201,17,201,19,201,18,201,23,201,21
985,985,201,20,201,18,201,23,201,21,201,21
986,986,201,16,201,20,201,23,201,25,201,20
987,987,201,18,201,17,201,201,201,201,201,24
988,988,201,201,201,22,201,24,201,22,201,21
989,989,201,18,201,201,201,22,201,21,201,22
990,990,201,19,201,21,201,201,201,20,201,19
991,991,201,19,201,19,201,23,201,20,201,25
992,992,201,19,201,19,201,201,201,22,201,21
993,993,201,17,201,18,201,22,201,25,201,22
994,994,201,20,201,20,201,22,201,20,201,24
995,995,201,21,201,18,201,25,201,23,201,22
996,996,201,17,201,18,201,22,201,201,201,23
997,997,201,20,201,19,201,19,201,201,201,20
998,998,201,17,201,19,201,25,201,25,201,22
999,999,201,18,201,19,201,22,201,201,201,201
1000,1000,201,18,201,16,201,201,201,23,201,24
1001,1001,201,19,201,19,201,19,201,21,201,20
1002,1002,201,17,201,201,201,20,201,21,201,16
1003,1003,201,17,201,17,201,18,201,19,201,26
1004,1004,201,15,201,21,201,24,201,201,201,38
1005,1005,201,18,201,18,201,201,201,22,201,22
1006,1006,201,20,201,23,201,23,201,24,201,26
1007,1007,201,18,201,22,201,23,201,21,201,24
1008,1008,201,20,201,19,201,21,201,20,201,20
1009,1009,201,18,201,18,201,23,201,23,201,22
1010,1010,201,19,201,17,201,21,201,201,201,20
1011,1011,201,18,201,16,201,24,201,201,201,24
1012,1012,201,20,201,19,201,21,201,201,201,45
1013,1013,201,20,201,22,201,20,201,19,201,20
1014,1014,201,18,201,19,201,20,201,201,201,22
1015,1015,201,19,201,201,201,23,201,201,201,21
1016,1016,201,19,201,18,201,21,201,201,201,33
1017,1017,201,18,201,201,201,19,201,20,201,21
1018,1018,201,19,201,16,201,23,201,19,201,21
1019,1019,201,20,201,22,201,23,201,19,201,19
1020,1020,201,32,201,20,201,22,201,23,201,25
1021,1021,201,17,201,18,201,22,201,25,201,23
1022,1022,201,16,201,20,201,21,201,26,201,24
1023,1023,201,18,201,18,201,19,201,20,201,201
1024,1024,201,19,201,21,201,21,201,22,201,22
1025,1025,201,16,201,201,201,25,201,23,201,23
1026,1026,201,18,201,18,201,22,201,22,201,20
1027,1027,201,24,201,20,201,20,201,22,201,23
1028,1028,201,19,201,19,201,201,201,18,201,201
1029,1029,201,19,201,17,201,22,201,201,201,20
1030,1030,201,21,201,201,201,201,201,21,201,20
1031,1031,201,20,201,17,201,201,201,22,201,24
1032,1032,201,18,201,21,201,27,201,22,201,25
1033,1033,201,20,201,19,201,22,201,23,201,20
1034,1034,201,19,201,201,201,22,201,201,201,20
