,Step,rank0,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank6,rank9
2508,2508,201,16,201,18,60,19,201,19,201,17
2509,2509,201,36,201,17,60,20,201,19,201,17
2510,2510,201,16,201,17,201,19,201,201,201,17
2511,2511,201,17,201,19,62,19,201,201,201,15
2512,2512,201,17,201,19,75,18,201,18,201,19
2513,2513,201,16,201,17,51,15,201,16,201,16
2514,2514,201,16,201,17,201,20,201,15,201,22
2515,2515,201,16,201,17,51,22,201,18,201,22
2516,2516,201,17,201,21,97,16,201,17,201,201
2517,2517,201,16,201,18,70,15,201,19,201,19
2518,2518,201,17,201,17,86,201,201,17,201,21
2519,2519,201,17,201,201,44,16,201,18,201,20
2520,2520,201,15,201,16,65,17,201,201,201,18
2521,2521,201,16,201,16,71,18,201,18,201,19
2522,2522,201,18,201,19,91,21,201,18,201,201
2523,2523,201,16,201,19,111,16,201,18,201,26
2524,2524,201,17,201,18,68,16,201,17,201,20
2525,2525,201,16,201,17,201,17,201,18,201,18
2526,2526,201,18,201,201,92,20,201,20,201,19
2527,2527,201,21,201,19,67,19,201,17,201,18
2528,2528,201,18,201,17,52,16,201,18,201,18
2529,2529,201,18,201,18,80,20,201,21,201,16
2530,2530,201,30,201,17,72,20,201,19,201,20
2531,2531,201,19,201,15,98,16,201,17,201,19
2532,2532,201,17,201,19,68,17,201,17,201,19
2533,2533,201,15,201,17,201,19,201,18,201,17
2534,2534,201,16,201,16,49,21,201,20,201,19
2535,2535,201,16,201,16,201,17,201,19,201,21
2536,2536,201,20,201,17,118,16,201,16,201,19
2537,2537,201,43,201,17,84,16,201,19,201,18
2538,2538,201,18,201,201,53,17,201,16,201,97
2539,2539,201,15,201,17,67,21,201,15,201,22
2540,2540,201,19,201,15,57,201,201,201,201,19
2541,2541,201,19,201,201,128,17,201,20,201,26
2542,2542,201,18,201,18,85,21,201,17,201,18
2543,2543,201,19,201,19,46,17,201,18,201,16
2544,2544,201,17,201,19,147,201,201,18,201,43
2545,2545,201,19,201,19,36,17,201,17,201,19
2546,2546,201,17,201,16,154,17,201,201,201,18
2547,2547,201,16,201,19,54,17,201,15,201,19
2548,2548,201,18,201,17,49,21,201,18,201,15
2549,2549,201,16,201,15,148,20,201,20,201,17
2550,2550,201,20,201,18,86,72,201,16,201,18
2551,2551,201,15,201,19,72,16,201,17,201,20
2552,2552,201,15,201,20,62,201,201,16,201,18
2553,2553,201,16,201,16,78,20,201,17,201,24
2554,2554,201,27,201,17,51,19,201,20,201,16
2555,2555,201,15,201,201,74,19,201,17,201,19
2556,2556,201,20,201,17,81,18,201,18,201,20
2557,2557,201,17,201,19,201,18,201,19,201,20
2558,2558,201,17,201,18,93,19,201,201,201,17
2559,2559,201,18,201,17,149,16,201,16,201,17
2560,2560,201,17,201,17,55,19,201,17,201,18
2561,2561,201,18,201,17,69,17,201,18,201,16
2562,2562,201,15,201,17,98,19,201,17,201,21
2563,2563,201,19,201,15,68,18,201,16,201,18
2564,2564,201,17,201,19,55,20,201,17,201,17
2565,2565,201,17,201,17,118,17,201,16,201,17
2566,2566,201,17,201,201,50,16,201,18,201,18
2567,2567,201,19,201,18,69,17,201,18,201,17
2568,2568,201,15,201,14,50,18,201,201,201,16
2569,2569,201,16,201,21,56,201,201,20,201,19
2570,2570,201,201,201,18,92,16,201,18,201,20
2571,2571,201,16,201,17,52,16,201,20,201,201
2572,2572,201,16,201,20,53,18,201,201,201,201
2573,2573,201,17,201,17,201,16,201,16,201,21
2574,2574,201,201,201,17,54,19,201,17,201,16
2575,2575,201,17,201,18,49,18,201,16,201,21
2576,2576,201,15,201,19,53,18,201,18,201,16
2577,2577,201,16,201,17,81,18,201,16,201,19
2578,2578,201,17,201,17,51,19,201,201,201,18
2579,2579,201,16,201,19,72,24,201,18,201,17
2580,2580,201,16,201,17,76,17,201,18,201,17
2581,2581,201,17,201,15,89,201,201,17,201,17
2582,2582,201,15,201,15,108,18,201,18,201,16
2583,2583,201,15,201,18,48,19,201,17,201,17
2584,2584,201,19,201,18,87,20,201,20,201,20
2585,2585,201,17,201,17,73,16,201,21,201,19
2586,2586,201,14,201,18,55,18,201,17,201,16
2587,2587,201,18,201,16,201,16,201,19,201,18
2588,2588,201,16,201,17,55,16,201,17,201,39
2589,2589,201,17,201,15,201,18,201,18,201,17
2590,2590,201,17,201,16,201,18,201,201,201,18
2591,2591,201,17,201,17,68,17,201,201,201,17
2592,2592,201,16,201,16,86,18,201,18,201,17
2593,2593,201,17,201,19,51,17,201,201,201,16
2594,2594,201,15,201,201,49,18,201,16,201,18
2595,2595,201,17,201,16,66,201,201,16,201,19
2596,2596,201,15,201,16,51,19,201,20,201,20
2597,2597,201,14,201,16,201,20,201,16,201,17
2598,2598,201,16,201,18,41,20,201,18,201,21
2599,2599,201,18,201,16,52,201,201,19,201,18
2600,2600,201,18,201,16,86,17,201,16,201,19
2601,2601,201,17,201,15,60,19,201,16,201,19
2602,2602,201,17,201,17,74,18,201,16,201,16
2603,2603,201,15,201,19,93,19,201,19,201,20
2604,2604,201,15,201,21,76,18,201,17,201,19
2605,2605,201,15,201,17,95,19,201,19,201,18
2606,2606,201,17,201,17,84,17,201,20,201,24
2607,2607,201,15,201,14,45,18,201,18,201,19
2608,2608,201,16,201,19,201,19,201,17,201,17
2609,2609,201,15,201,17,77,19,201,201,201,21
2610,2610,201,17,201,20,47,18,201,18,201,18
2611,2611,201,17,201,16,106,17,201,19,201,20
2612,2612,201,17,201,15,51,20,201,19,201,20
2613,2613,201,18,201,16,70,21,201,18,201,18
2614,2614,201,16,201,17,49,19,201,17,201,19
2615,2615,201,16,201,17,150,19,201,18,201,18
2616,2616,201,19,201,17,48,16,201,17,201,20
2617,2617,201,17,201,18,145,201,201,15,201,20
2618,2618,201,14,201,17,56,19,201,18,201,20
2619,2619,201,17,201,17,43,19,201,19,201,17
2620,2620,201,25,201,19,86,18,201,21,201,19
2621,2621,201,15,201,18,57,18,201,17,201,17
2622,2622,201,201,201,17,83,18,201,16,201,19
2623,2623,201,17,201,19,93,19,201,19,201,17
2624,2624,201,15,201,17,42,201,201,17,201,21
2625,2625,201,16,201,18,50,20,201,18,201,16
2626,2626,201,17,201,201,64,16,201,21,201,28
2627,2627,201,18,201,17,42,18,201,19,201,16
2628,2628,201,14,201,17,52,18,201,201,201,18
2629,2629,201,16,201,18,140,201,201,20,201,16
2630,2630,201,15,201,16,201,18,201,19,201,21
2631,2631,201,18,201,17,79,17,201,18,201,16
2632,2632,201,16,201,28,94,16,201,18,201,15
2633,2633,201,16,201,18,123,18,201,18,201,18
2634,2634,201,16,201,17,60,20,201,16,201,20
2635,2635,201,16,201,18,160,22,201,201,201,18
2636,2636,201,201,201,17,109,16,201,15,201,93
2637,2637,201,15,201,201,86,17,201,19,201,18
2638,2638,201,16,201,201,41,18,201,18,201,17
2639,2639,201,16,201,20,40,19,201,17,201,17
2640,2640,201,16,201,17,201,201,201,16,201,17
2641,2641,201,16,201,17,71,19,201,19,201,18
2642,2642,201,17,201,16,201,18,201,17,201,21
2643,2643,201,14,201,16,41,18,201,20,201,17
2644,2644,201,17,201,18,62,19,201,17,201,15
2645,2645,201,17,201,19,84,16,201,17,201,22
2646,2646,201,17,201,21,52,201,201,18,201,17
2647,2647,201,15,201,17,65,18,201,20,201,17
2648,2648,201,33,201,18,38,15,201,18,201,17
2649,2649,201,30,201,17,50,18,201,17,201,21
2650,2650,201,17,201,15,47,17,201,16,201,19
2651,2651,201,15,201,18,50,17,201,18,201,21
2652,2652,201,14,201,201,50,201,201,17,201,19
2653,2653,201,15,201,17,201,17,201,20,201,19
2654,2654,201,16,201,16,46,15,201,17,201,20
2655,2655,201,14,201,17,44,201,201,16,201,20
2656,2656,201,17,201,19,52,19,201,18,201,18
2657,2657,201,15,201,19,65,19,201,16,201,17
2658,2658,201,16,201,17,51,19,201,17,201,19
2659,2659,201,18,201,17,51,15,201,19,201,16
2660,2660,201,16,201,17,42,201,201,201,201,18
2661,2661,201,19,201,17,48,19,201,16,201,20
2662,2662,201,18,201,19,58,17,201,19,201,18
2663,2663,201,17,201,17,44,20,201,17,201,19
2664,2664,201,16,201,17,56,16,201,15,201,18
2665,2665,201,17,201,18,51,18,201,16,201,19
2666,2666,201,15,201,19,59,201,201,20,201,18
2667,2667,201,15,201,18,201,17,201,18,201,18
2668,2668,201,18,201,201,64,20,201,16,201,18
2669,2669,201,16,201,17,54,17,201,18,201,15
2670,2670,201,17,201,17,63,18,201,201,201,21
2671,2671,201,17,201,17,49,201,201,201,201,18
2672,2672,201,16,201,18,102,16,201,17,201,19
2673,2673,201,20,201,17,52,16,201,15,201,18
2674,2674,201,14,201,18,201,19,201,18,201,21
2675,2675,201,17,201,18,58,20,201,16,201,21
2676,2676,201,15,201,17,82,17,201,17,201,17
2677,2677,201,15,201,18,71,17,201,15,201,20
2678,2678,201,18,201,16,69,19,201,19,201,18
2679,2679,201,17,201,15,81,15,201,19,201,18
2680,2680,201,16,201,16,65,16,201,18,201,17
2681,2681,201,201,201,29,50,16,201,18,201,21
2682,2682,201,18,201,18,47,15,201,201,201,20
2683,2683,201,14,201,14,54,17,201,17,201,17
2684,2684,201,18,201,19,53,20,201,18,201,15
2685,2685,201,18,201,17,51,15,201,201,201,18
2686,2686,201,14,201,16,45,18,201,65,201,21
2687,2687,201,16,201,23,201,15,201,18,201,17
2688,2688,201,17,201,16,201,19,201,18,201,17
2689,2689,201,18,201,19,201,19,201,19,201,33
2690,2690,201,16,201,19,62,16,201,16,201,16
2691,2691,201,16,201,18,153,18,201,21,201,17
2692,2692,201,15,201,18,51,18,201,18,201,16
2693,2693,201,18,201,18,83,22,201,20,201,20
2694,2694,201,19,201,18,51,19,201,20,201,27
2695,2695,201,17,201,18,46,18,201,19,201,18
2696,2696,201,18,201,15,56,19,201,17,201,19
2697,2697,201,15,201,201,40,21,201,19,201,18
2698,2698,201,14,201,17,55,201,201,18,201,18
2699,2699,201,15,201,201,51,16,201,201,201,19
2700,2700,201,19,201,19,42,17,201,17,201,201
2701,2701,201,15,201,16,57,18,201,201,201,21
2702,2702,201,17,201,201,99,18,201,201,201,22
2703,2703,201,14,201,18,201,21,201,17,201,17
2704,2704,201,14,201,17,69,18,201,19,201,19
2705,2705,201,17,201,16,71,19,201,18,201,17
2706,2706,201,17,201,17,58,19,201,18,201,18
2707,2707,201,15,201,17,46,201,201,19,201,18
2708,2708,201,16,201,17,105,17,201,17,201,34
2709,2709,201,16,201,18,49,20,201,201,201,19
2710,2710,201,17,201,17,50,19,201,20,201,20
2711,2711,201,18,201,18,63,19,201,17,201,19
2712,2712,201,17,201,19,55,20,201,19,201,19
2713,2713,201,17,201,17,36,19,201,19,201,18
2714,2714,201,16,201,16,46,17,201,201,201,20
2715,2715,201,16,201,19,201,19,201,17,201,19
2716,2716,201,15,201,201,43,20,201,18,201,18
2717,2717,201,19,201,17,37,201,201,19,201,18
2718,2718,201,17,201,16,52,19,201,18,201,17
2719,2719,201,17,201,18,201,16,201,18,201,22
2720,2720,201,16,201,17,201,18,201,17,201,17
2721,2721,201,17,201,18,83,17,201,19,201,17
2722,2722,201,17,201,17,59,18,201,20,201,17
2723,2723,201,18,201,201,50,17,201,18,201,21
2724,2724,201,15,201,17,55,19,201,16,201,19
2725,2725,201,16,201,16,42,18,201,15,201,18
2726,2726,201,17,201,19,54,17,201,21,201,17
2727,2727,201,16,201,19,201,18,201,16,201,19
2728,2728,201,26,201,15,40,201,201,17,201,18
2729,2729,201,17,201,18,146,19,201,17,201,17
2730,2730,201,15,201,19,109,20,201,15,201,16
2731,2731,201,19,201,17,64,18,201,20,201,17
2732,2732,201,17,201,16,201,18,201,18,201,19
2733,2733,201,15,201,14,67,21,201,19,201,17
2734,2734,201,201,201,18,73,14,201,16,201,18
2735,2735,201,16,201,17,57,16,201,17,201,17
2736,2736,201,19,201,38,50,19,201,16,201,18
2737,2737,201,15,201,201,84,15,201,19,201,18
2738,2738,201,17,201,201,50,17,201,18,201,17
2739,2739,201,16,201,18,201,17,201,18,201,16
2740,2740,201,16,201,18,63,16,201,16,201,15
2741,2741,201,16,201,20,54,19,201,18,201,17
2742,2742,201,15,201,17,79,18,201,201,201,19
2743,2743,201,19,201,16,71,21,201,20,201,15
2744,2744,201,17,201,18,201,15,201,16,201,24
2745,2745,201,15,201,16,79,201,201,18,201,20
2746,2746,201,16,201,17,58,19,201,17,201,20
2747,2747,201,17,201,19,83,201,201,17,201,19
2748,2748,201,16,201,16,78,18,201,18,201,20
2749,2749,201,15,201,15,36,18,201,18,201,18
2750,2750,201,18,201,16,49,16,201,201,201,20
2751,2751,201,17,201,19,59,17,201,15,201,19
2752,2752,201,19,201,18,47,17,201,15,201,18
2753,2753,201,17,201,17,54,17,201,17,201,18
2754,2754,201,16,201,18,58,19,201,17,201,18
2755,2755,201,16,201,17,63,201,201,18,201,17
2756,2756,201,14,201,201,50,20,201,18,201,21
2757,2757,201,201,201,18,53,22,201,19,201,21
2758,2758,201,17,201,16,41,201,201,17,201,21
2759,2759,201,16,201,15,52,21,201,15,201,17
2760,2760,201,16,201,16,52,18,201,18,201,20
2761,2761,201,16,201,20,38,18,201,18,201,18
2762,2762,201,16,201,17,45,17,201,16,201,20
2763,2763,201,17,201,201,92,201,201,201,201,24
2764,2764,201,16,201,15,40,18,201,18,201,19
2765,2765,201,15,201,18,55,20,201,17,201,17
2766,2766,201,18,201,20,57,19,201,15,201,15
2767,2767,201,16,201,18,47,18,201,19,201,22
2768,2768,201,16,201,18,201,17,201,15,201,17
2769,2769,201,18,201,18,56,19,201,17,201,17
2770,2770,201,17,201,17,39,20,201,20,201,20
2771,2771,201,18,201,16,57,19,201,201,201,17
2772,2772,201,18,201,201,201,18,201,17,201,16
2773,2773,201,18,201,18,47,18,201,17,201,15
2774,2774,201,17,201,201,53,17,201,17,201,19
2775,2775,201,17,201,15,201,18,201,20,201,16
2776,2776,201,15,201,16,38,18,201,18,201,17
2777,2777,201,17,201,17,56,42,201,16,201,19
2778,2778,201,15,201,16,106,17,201,17,201,27
2779,2779,201,16,201,20,76,15,201,18,201,17
2780,2780,201,16,201,17,54,16,201,16,201,19
2781,2781,201,15,201,16,55,21,201,17,201,17
2782,2782,201,14,201,17,52,18,201,18,201,201
2783,2783,201,59,201,17,54,18,201,17,201,18
2784,2784,201,16,201,17,46,19,201,20,201,17
2785,2785,201,16,201,17,201,15,201,18,201,17
2786,2786,201,19,201,17,62,16,201,201,201,20
2787,2787,201,19,201,17,201,17,201,18,201,21
2788,2788,201,15,201,17,96,16,201,18,201,19
2789,2789,201,18,201,19,201,22,201,17,201,21
2790,2790,201,13,201,16,59,20,201,18,201,18
2791,2791,201,17,201,17,63,74,201,18,201,19
2792,2792,201,17,201,18,201,18,201,201,201,19
2793,2793,201,16,201,16,54,201,201,201,201,19
2794,2794,201,16,201,17,201,20,201,16,201,15
2795,2795,201,16,201,15,38,17,201,19,201,18
2796,2796,201,16,201,18,43,17,201,18,201,22
2797,2797,201,16,201,16,53,19,201,201,201,19
2798,2798,201,18,201,19,58,20,201,18,201,17
2799,2799,201,38,201,16,45,20,201,17,201,16
2800,2800,201,16,201,17,35,17,201,19,201,16
2801,2801,201,16,201,201,49,18,201,18,201,19
2802,2802,201,16,201,19,201,19,201,20,201,20
2803,2803,201,19,201,17,43,18,201,21,201,33
2804,2804,201,14,201,29,65,16,201,18,201,17
2805,2805,201,18,201,18,48,20,201,17,201,19
2806,2806,201,19,201,17,201,201,201,19,201,20
2807,2807,201,16,201,17,50,17,201,18,201,18
2808,2808,201,16,201,17,43,16,201,18,201,17
2809,2809,201,17,201,17,90,19,201,19,201,17
2810,2810,201,20,201,18,55,19,201,20,201,17
2811,2811,201,17,201,201,40,18,201,18,201,18
2812,2812,201,20,201,18,55,16,201,16,201,17
2813,2813,201,17,201,17,46,16,201,17,201,18
2814,2814,201,18,201,15,59,17,201,18,201,17
2815,2815,201,17,201,16,57,18,201,16,201,19
2816,2816,201,15,201,18,131,18,201,18,201,18
2817,2817,201,17,201,19,93,18,201,17,201,18
2818,2818,201,44,201,18,42,20,201,15,201,18
2819,2819,201,16,201,19,78,18,201,18,201,17
2820,2820,201,20,201,16,43,201,201,16,201,16
2821,2821,201,17,201,19,201,17,201,19,201,15
2822,2822,201,15,201,20,201,15,201,19,201,19
2823,2823,201,16,201,16,55,19,201,17,201,20
2824,2824,201,17,201,14,60,16,201,20,201,16
2825,2825,201,18,201,17,45,15,201,17,201,18
2826,2826,201,16,201,18,56,16,201,17,201,16
2827,2827,201,16,201,19,43,17,201,17,201,16
2828,2828,201,16,201,20,57,16,201,19,201,50
2829,2829,201,19,201,18,94,18,201,19,201,18
2830,2830,201,18,201,17,50,18,201,17,201,17
2831,2831,201,14,201,17,52,18,201,18,201,18
2832,2832,201,18,201,16,201,201,201,17,201,19
2833,2833,201,19,201,19,80,18,201,17,201,19
2834,2834,201,15,201,17,201,24,201,20,201,16
2835,2835,201,17,201,18,51,17,201,18,201,21
2836,2836,201,201,201,16,72,17,201,201,201,22
2837,2837,201,15,201,16,77,18,201,17,201,16
2838,2838,201,14,201,18,50,18,201,19,201,19
2839,2839,201,15,201,17,33,17,201,16,201,18
2840,2840,201,15,201,201,48,21,201,19,201,19
2841,2841,201,16,201,18,45,19,201,201,201,16
2842,2842,201,16,201,17,48,15,201,16,201,17
2843,2843,201,17,201,20,201,16,201,20,201,18
2844,2844,201,16,201,15,70,18,201,15,201,18
2845,2845,201,15,201,15,41,20,201,18,201,18
2846,2846,201,14,201,14,201,201,201,16,201,16
2847,2847,201,17,201,16,58,17,201,17,201,17
2848,2848,201,16,201,201,39,18,201,16,201,18
2849,2849,201,16,201,17,39,17,201,19,201,16
2850,2850,201,17,201,19,57,18,201,20,201,16
2851,2851,201,15,201,17,35,18,201,17,201,19
2852,2852,201,18,201,16,39,16,201,19,201,18
2853,2853,201,15,201,17,53,17,201,15,201,18
2854,2854,201,15,201,16,201,16,201,16,201,16
2855,2855,201,17,201,15,201,19,201,18,201,17
2856,2856,201,18,201,18,64,19,201,16,201,16
2857,2857,201,16,201,18,37,18,201,19,201,18
2858,2858,201,17,201,19,60,16,201,18,201,23
2859,2859,201,20,201,17,39,19,201,17,201,18
2860,2860,201,17,201,19,125,201,201,17,201,17
2861,2861,201,15,201,16,52,17,201,17,201,20
2862,2862,201,17,201,15,42,201,201,18,201,17
2863,2863,201,16,201,18,201,18,201,17,201,19
2864,2864,201,17,201,17,54,15,201,17,201,18
2865,2865,201,17,201,15,40,17,201,16,201,21
2866,2866,201,18,201,17,69,16,201,18,201,18
2867,2867,201,17,201,18,116,17,201,201,201,18
2868,2868,201,14,201,20,201,20,201,16,201,21
2869,2869,201,17,201,19,39,19,201,15,201,16
2870,2870,201,15,201,16,61,13,201,16,201,16
2871,2871,201,15,201,20,52,17,201,17,201,18
2872,2872,201,17,201,16,38,15,201,17,201,18
2873,2873,201,17,201,17,52,17,201,17,201,18
2874,2874,201,15,201,16,56,15,201,15,201,19
2875,2875,201,24,201,18,58,17,201,19,201,19
2876,2876,201,17,201,17,33,18,201,17,201,17
2877,2877,201,18,201,20,59,201,201,18,201,18
2878,2878,201,19,201,18,114,16,201,15,201,17
2879,2879,201,18,201,17,47,18,201,16,201,16
2880,2880,201,16,201,17,35,16,201,18,201,21
2881,2881,201,16,201,17,35,16,201,201,201,19
2882,2882,201,17,201,201,40,16,201,18,201,18
2883,2883,201,16,201,18,110,17,201,18,201,15
2884,2884,201,15,201,16,48,19,201,20,201,19
2885,2885,201,17,201,18,201,16,201,14,201,21
2886,2886,201,201,201,17,41,19,201,20,201,17
2887,2887,201,18,201,18,40,18,201,15,201,17
2888,2888,201,18,201,19,42,17,201,21,201,55
2889,2889,201,15,201,17,38,17,201,19,201,18
2890,2890,201,17,201,19,58,18,201,21,201,17
2891,2891,201,16,201,18,201,18,201,19,201,18
2892,2892,201,18,201,18,42,18,201,15,201,20
2893,2893,201,19,201,201,50,16,201,15,201,17
2894,2894,201,15,201,16,38,17,201,18,201,18
2895,2895,201,17,201,16,110,17,201,19,201,17
2896,2896,201,201,201,17,50,18,201,18,201,16
2897,2897,201,18,201,201,42,201,201,16,201,19
2898,2898,201,17,201,17,44,19,201,20,201,16
2899,2899,201,18,201,17,59,19,201,18,201,17
2900,2900,201,14,201,16,49,20,201,18,201,24
2901,2901,201,15,201,18,47,18,201,17,201,17
2902,2902,201,16,201,15,201,15,201,17,201,18
2903,2903,201,16,201,18,34,17,201,16,201,20
2904,2904,201,17,201,16,41,18,201,15,201,16
2905,2905,201,21,201,19,53,18,201,20,201,18
2906,2906,201,18,201,19,89,16,201,18,201,18
2907,2907,201,18,201,16,201,16,201,201,201,17
2908,2908,201,15,201,15,36,18,201,17,201,15
2909,2909,201,16,201,18,50,17,201,18,201,18
2910,2910,201,19,201,14,33,18,201,201,201,18
2911,2911,201,16,201,33,61,21,201,17,201,19
2912,2912,201,17,201,16,36,201,201,18,201,17
2913,2913,201,17,201,16,37,16,201,19,201,21
2914,2914,201,16,201,16,65,18,201,16,201,19
2915,2915,201,19,201,17,201,19,201,18,201,18
2916,2916,201,17,201,16,35,17,201,19,201,20
2917,2917,201,16,201,18,78,20,201,201,201,17
2918,2918,201,17,201,18,50,201,201,18,201,19
2919,2919,201,16,201,18,46,16,201,16,201,18
2920,2920,201,16,201,17,41,19,201,18,201,19
2921,2921,201,16,201,18,50,16,201,22,201,16
2922,2922,201,18,201,18,55,18,201,20,201,19
2923,2923,201,16,201,201,201,17,201,201,201,20
2924,2924,201,16,201,18,117,21,201,201,201,18
2925,2925,201,17,201,16,55,19,201,20,201,19
2926,2926,201,17,201,20,201,21,201,17,201,20
2927,2927,201,16,201,16,36,18,201,20,201,19
2928,2928,201,17,201,15,47,18,201,20,201,18
2929,2929,201,19,201,16,40,16,201,201,201,18
2930,2930,201,18,201,16,82,19,201,18,201,17
2931,2931,201,17,201,18,54,15,201,21,201,22
2932,2932,201,17,201,20,201,18,201,201,201,18
2933,2933,201,17,201,18,50,17,201,16,201,18
2934,2934,201,15,201,18,46,19,201,17,201,19
2935,2935,201,16,201,16,107,17,201,17,201,18
2936,2936,201,201,201,20,69,18,201,16,201,24
2937,2937,201,15,201,14,34,18,201,18,201,21
2938,2938,201,16,201,16,67,17,201,201,201,17
2939,2939,201,15,201,17,46,19,201,17,201,18
2940,2940,201,20,201,18,41,23,201,20,201,18
2941,2941,201,18,201,16,38,16,201,17,201,18
2942,2942,201,30,201,16,39,19,201,18,201,20
2943,2943,201,17,201,17,201,18,201,18,201,15
2944,2944,201,14,201,16,76,16,201,21,201,18
2945,2945,201,17,201,201,37,17,201,17,201,19
2946,2946,201,16,201,17,54,18,201,16,201,18
2947,2947,201,19,201,18,64,16,201,18,201,20
2948,2948,201,15,201,16,39,17,201,201,201,17
2949,2949,201,17,201,17,43,17,201,201,201,18
2950,2950,201,43,201,19,138,17,201,19,201,19
2951,2951,201,18,201,15,40,19,201,201,201,19
2952,2952,201,17,201,18,201,18,201,16,201,19
2953,2953,201,17,201,17,54,19,201,16,201,16
2954,2954,201,16,201,16,115,19,201,17,201,17
2955,2955,201,16,201,18,47,201,201,16,201,17
2956,2956,201,16,201,19,201,17,201,15,201,19
2957,2957,201,16,201,16,201,15,201,17,201,19
2958,2958,201,16,201,201,64,19,201,201,201,20
2959,2959,201,13,201,18,201,19,201,16,201,18
2960,2960,201,17,201,16,201,16,201,201,201,18
2961,2961,201,15,201,17,37,16,201,18,201,20
2962,2962,201,17,201,17,39,16,201,19,201,18
2963,2963,201,19,201,17,48,16,201,17,201,16
2964,2964,201,15,201,16,63,17,201,18,201,16
2965,2965,201,16,201,19,50,21,201,18,201,17
2966,2966,201,16,201,17,68,18,201,15,201,18
2967,2967,201,17,201,17,35,19,201,17,201,20
2968,2968,201,17,201,15,50,17,201,14,201,15
2969,2969,201,18,201,17,65,17,201,16,201,20
2970,2970,201,16,201,15,59,17,201,18,201,15
2971,2971,201,19,201,18,41,17,201,17,201,19
2972,2972,201,201,201,15,201,18,201,201,201,20
2973,2973,201,15,201,19,201,19,201,18,201,16
2974,2974,201,20,201,201,46,19,201,201,201,19
2975,2975,201,15,201,19,123,17,201,18,201,18
2976,2976,201,15,201,16,201,16,201,16,201,18
2977,2977,201,18,201,19,201,18,201,15,201,19
2978,2978,201,16,201,80,42,17,201,17,201,17
2979,2979,201,16,201,15,39,17,201,16,201,19
2980,2980,201,16,201,18,37,201,201,18,201,17
2981,2981,201,17,201,21,40,16,201,17,201,20
2982,2982,201,14,201,16,39,17,201,16,201,18
2983,2983,201,40,201,19,41,19,201,16,201,30
2984,2984,201,16,201,19,64,18,201,16,201,71
2985,2985,201,19,201,20,139,18,201,17,201,19
2986,2986,201,17,201,18,44,15,201,17,201,17
2987,2987,201,17,201,16,69,19,201,20,201,19
2988,2988,201,16,201,18,26,23,201,14,201,21
2989,2989,201,18,201,17,201,16,201,18,201,18
2990,2990,201,201,201,16,34,17,201,18,201,33
2991,2991,201,20,201,16,49,21,201,201,201,54
2992,2992,201,16,201,17,51,16,201,201,201,20
2993,2993,201,17,201,18,201,16,201,201,201,18
2994,2994,201,17,201,17,58,22,201,18,201,20
2995,2995,201,17,201,18,41,17,201,17,201,19
2996,2996,201,15,201,18,51,19,201,201,201,25
2997,2997,201,17,201,22,39,17,201,17,201,20
2998,2998,201,16,201,15,36,16,201,17,201,19
2999,2999,201,18,201,18,50,201,201,18,201,17
3000,3000,201,17,201,18,42,17,201,18,201,19
3001,3001,201,19,201,17,33,16,201,16,201,18
3002,3002,201,22,201,15,49,19,201,18,201,17
3003,3003,201,16,201,16,42,17,201,18,201,19
3004,3004,201,17,201,18,59,16,201,18,201,17
3005,3005,201,18,201,201,59,19,201,18,201,19
3006,3006,201,15,201,16,49,18,201,16,201,18
3007,3007,201,17,201,17,45,19,201,17,201,17
3008,3008,201,20,201,16,95,18,201,19,201,19
3009,3009,201,19,201,21,32,17,201,17,201,18
3010,3010,201,17,201,22,33,17,201,20,201,19
3011,3011,201,17,201,15,34,17,201,18,201,18
3012,3012,201,15,201,19,201,15,201,20,201,18
3013,3013,201,21,201,17,117,18,201,16,201,17
3014,3014,201,16,201,17,69,19,201,20,201,19
3015,3015,201,15,201,19,39,15,201,17,201,19
3016,3016,201,16,201,19,38,21,201,22,201,17
3017,3017,201,201,201,18,55,17,201,15,201,17
3018,3018,201,17,201,16,32,16,201,19,201,16
3019,3019,201,17,201,201,42,19,201,17,201,16
3020,3020,201,17,201,18,66,17,201,16,201,17
3021,3021,201,16,201,19,31,19,201,17,201,17
3022,3022,201,16,201,21,46,17,201,19,201,17
3023,3023,201,14,201,16,42,17,201,19,201,18
3024,3024,201,16,201,20,37,38,201,18,201,16
3025,3025,201,17,201,17,38,17,201,17,201,16
3026,3026,201,17,201,201,201,19,201,18,201,20
3027,3027,201,16,201,17,201,18,201,201,201,17
3028,3028,201,22,201,20,48,17,201,15,201,18
3029,3029,201,18,201,201,45,17,201,17,201,17
3030,3030,201,17,201,17,37,16,201,201,201,18
3031,3031,201,14,201,18,29,18,201,18,201,18
3032,3032,201,17,201,18,40,21,201,17,201,18
3033,3033,201,15,201,17,56,17,201,18,201,16
3034,3034,201,16,201,18,33,16,201,15,201,20
3035,3035,201,19,201,201,46,15,201,17,201,17
3036,3036,201,15,201,21,78,201,201,201,201,16
3037,3037,201,18,201,16,52,16,201,17,201,20
3038,3038,201,18,201,15,201,17,201,17,201,16
3039,3039,201,19,201,19,58,20,201,18,201,15
3040,3040,201,18,201,16,46,18,201,17,201,18
3041,3041,201,15,201,17,39,20,201,18,201,17
3042,3042,201,15,201,19,33,16,201,20,201,19
3043,3043,201,18,201,17,84,18,201,21,201,17
